num :,composition :,str3 :,tc :,lata :,latb :,latc :,refno :,author :,title :,journal :,year :,lata* :
1964,Tl1.0Ba2.0Ca0.9Nd0.1Cu2.0O7.0,Tl1212,90.8,3.8680000000000003,,12.729000000000001,PHC1680057,"M.KIKUCHI, N.KOBAYASHI, S.NAKAJIMA, Y.MUTO, Y.SYONO,","SUPERCONDUCTIVITY OF HIGH-TC TLBA2CA1-XREXCU2O7(RE=ND,GD OR Y)SYSTEM","PHYSICA C,168(1990)57",1990.0,3.8680000000000003
1965,Tl1.0Ba2.0Ca0.8Nd0.2Cu2.0O7.0,Tl1212,96.3,3.888,,12.697000000000001,PHC1680057,"M.KIKUCHI, N.KOBAYASHI, S.NAKAJIMA, Y.MUTO, Y.SYONO,","SUPERCONDUCTIVITY OF HIGH-TC TLBA2CA1-XREXCU2O7(RE=ND,GD OR Y)SYSTEM","PHYSICA C,168(1990)57",1990.0,3.888
1972,Y1.0Ba2.0Cu3.0O6.8,Y123,89.5,3.82,3.886,11.66,TH1220431,"A.J.ZALESKI, A.JEZOWSKI, C.SULKOWSKI, E.TROJNAR, J.KLAMUT, J.MUCHA, J.RAFALOWICZ, J.STEPIEN-DAMM, K.ROGACKI, M.HOROBIOWSKI, R.HORYN, Z.BUKOWSKI,",THERMAL CONDUCTIVITY AND ELECTRICAL RESISTIVITY OF THE HIGH-TC SUPERCONDUCTOR Y(1)BA(2)CU(3)O(9-Z),"PHYS.REV.A,122(1987)431",1987.0,3.82
1973,Y1.0Ba2.0Cu2.94Ni0.06O7.0,Y123,82.7,3.826,3.888,11.668,PHC1700071,"B.ULLMANN, H.C.FREYHARDT, K.HEINEMANN, R.WORDENWEBER,","ASPECTS OF SUBSTITUTION OF MAGNETIC IONS FE, NI AND GD IN YBCOHTSC","PHYSICA C,179(1990)71",1990.0,3.826
1974,Y1.0Ba2.0Cu2.85Ni0.15O7.0,Y123,74.6,3.827,3.887,11.668,PHC1700071,"B.ULLMANN, H.C.FREYHARDT, K.HEINEMANN, R.WORDENWEBER,","ASPECTS OF SUBSTITUTION OF MAGNETIC IONS FE, NI AND GD IN YBCOHTSC","PHYSICA C,179(1990)71",1990.0,3.827
1984,Y1.0Ba2.0Cu2.835Fe0.165O6.98,Y123,69.3,3.864,,11.675999999999998,PHC1700071,"B.ULLMANN, H.C.FREYHARDT, K.HEINEMANN, R.WORDENWEBER,","ASPECTS OF SUBSTITUTION OF MAGNETIC IONS FE, NI AND GD IN YBCOHTSC","PHYSICA C,179(1990)71",1990.0,3.864
1988,Y1.0Ba2.0Cu2.58Fe0.42O7.0,Y123,24.7,3.865,,11.627,PHC1700071,"B.ULLMANN, H.C.FREYHARDT, K.HEINEMANN, R.WORDENWEBER,","ASPECTS OF SUBSTITUTION OF MAGNETIC IONS FE, NI AND GD IN YBCOHTSC","PHYSICA C,179(1990)71",1990.0,3.865
1989,Dy1.0Ba2.0Cu4.0O8.0,RE124,77.2,3.846,3.873,27.237,PRB0397347,"DONALD E.MORRIS, JANICE H.NICKEL, JEFFREY S.SCOTT, JOHN Y.T.WEI, NAGGI G.ASMAR,",EIGHT NEW HIGH-TEMPERATURE SUPERCONDUCTORS WITH THE 1:2:4 STRUCTURE,"PHYS.REV.B.,39(1989)7347",1989.0,3.846
1991,Er1.0Ba2.0Cu4.0O8.0,RE124,78.3,3.8369999999999997,3.8689999999999998,27.23,PRB0397347,"DONALD E.MORRIS, JANICE H.NICKEL, JEFFREY S.SCOTT, JOHN Y.T.WEI, NAGGI G.ASMAR,",EIGHT NEW HIGH-TEMPERATURE SUPERCONDUCTORS WITH THE 1:2:4 STRUCTURE,"PHYS.REV.B.,39(1989)7347",1989.0,3.8369999999999997
1992,Tm1.0Ba2.0Cu4.0O8.0,RE124,78.6,3.827,3.864,27.18,PRB0397347,"DONALD E.MORRIS, JANICE H.NICKEL, JEFFREY S.SCOTT, JOHN Y.T.WEI, NAGGI G.ASMAR,",EIGHT NEW HIGH-TEMPERATURE SUPERCONDUCTORS WITH THE 1:2:4 STRUCTURE,"PHYS.REV.B.,39(1989)7347",1989.0,3.827
1993,Y1.0Ba2.0Cu4.0O8.0,Y124,80.4,3.84,3.87,27.230999999999998,PRB0397347,"DONALD E.MORRIS, JANICE H.NICKEL, JEFFREY S.SCOTT, JOHN Y.T.WEI, NAGGI G.ASMAR,",EIGHT NEW HIGH-TEMPERATURE SUPERCONDUCTORS WITH THE 1:2:4 STRUCTURE,"PHYS.REV.B.,39(1989)7347",1989.0,3.84
1994,Sm1.0Ba2.0Cu4.0O8.0,RE124,69.3,3.872,3.886,27.308000000000003,PRB0397347,"DONALD E.MORRIS, JANICE H.NICKEL, JEFFREY S.SCOTT, JOHN Y.T.WEI, NAGGI G.ASMAR,",EIGHT NEW HIGH-TEMPERATURE SUPERCONDUCTORS WITH THE 1:2:4 STRUCTURE,"PHYS.REV.B.,39(1989)7347",1989.0,3.872
1995,Eu1.0Ba2.0Cu4.0O8.0,RE124,68.9,3.865,3.884,27.279,PRB0397347,"DONALD E.MORRIS, JANICE H.NICKEL, JEFFREY S.SCOTT, JOHN Y.T.WEI, NAGGI G.ASMAR,",EIGHT NEW HIGH-TEMPERATURE SUPERCONDUCTORS WITH THE 1:2:4 STRUCTURE,"PHYS.REV.B.,39(1989)7347",1989.0,3.865
1996,Gd1.0Ba2.0Cu4.0O8.0,RE124,73.4,3.863,3.8810000000000002,27.259,PRB0397347,"DONALD E.MORRIS, JANICE H.NICKEL, JEFFREY S.SCOTT, JOHN Y.T.WEI, NAGGI G.ASMAR,",EIGHT NEW HIGH-TEMPERATURE SUPERCONDUCTORS WITH THE 1:2:4 STRUCTURE,"PHYS.REV.B.,39(1989)7347",1989.0,3.863
1997,Y1.0Ba2.0Cu4.0O8.045,Y124,81.4,3.84,3.8689999999999998,27.23,PHC1680047,"A.JUNOD, D.ECKERT, D.SANCHEZ, E.KALDIS, G.TRISCONE, J.KARPINSKI, J.MULLER, S.RUSIECKI, T.GRAF,",SPECIFIC HEAT OF THE SUPERCONDUCTOR YBA2CU4O8FROM 1.5 TO 330 K,"PHYSICA C,168(1990)47",1990.0,3.84
1998,Y1.0Ba2.0Cu4.0O8.0,Y124,79.7,3.8369999999999997,3.87,27.215999999999998,PHC1680047,"A.JUNOD, D.ECKERT, D.SANCHEZ, E.KALDIS, G.TRISCONE, J.KARPINSKI, J.MULLER, S.RUSIECKI, T.GRAF,",SPECIFIC HEAT OF THE SUPERCONDUCTOR YBA2CU4O8FROM 1.5 TO 330 K,"PHYSICA C,168(1990)47",1990.0,3.8369999999999997
1999,Y1.0Ba2.0Cu4.0O8.0,Y124,80.6,3.843,3.872,27.237,PHC1680047,"A.JUNOD, D.ECKERT, D.SANCHEZ, E.KALDIS, G.TRISCONE, J.KARPINSKI, J.MULLER, S.RUSIECKI, T.GRAF,",SPECIFIC HEAT OF THE SUPERCONDUCTOR YBA2CU4O8FROM 1.5 TO 330 K,"PHYSICA C,168(1990)47",1990.0,3.843
2000,Ho1.0Ba2.0Cu4.0O8.0,RE124,77.4,3.84,3.87,27.221,PRB0397347,"DONALD E.MORRIS, JANICE H.NICKEL, JEFFREY S.SCOTT, JOHN Y.T.WEI, NAGGI G.ASMAR,",EIGHT NEW HIGH-TEMPERATURE SUPERCONDUCTORS WITH THE 1:2:4 STRUCTURE,"PHYS.REV.B.,39(1989)7347",1989.0,3.84
2001,Er1.0Ba2.0Cu4.0O8.0,RE124,78.0,3.8360000000000003,3.867,27.22,PHC1700112,"C.F.VAN BRUGGEN, D.M.DE LEEUW, H.J.TERPSTRA, M.KRAAN, R.A.M.VAN WOERDEN,",NORMAL-STATE TRANSPORT PROPERTIES OF THE HIGH-TC SUPERCONDUCTOR ERBA2CU4O8,"PHYUSICA C,170(1990)112",1990.0,3.8360000000000003
2003,Y1.0Ba2.0Cu4.0O8.0,Y124,82.9,3.835,3.8560000000000003,27.215,PHC1650391,"D.M.POOKE, J.L.TALLON, M.R.PORESLAND, R.G.BUCKLEY,",CALCIUM-SUBSTITUTED SUPERCONDUCTING RBA2CU4O8 WITH TC-90K PREPARED AT ONE ATMOSPHERE,"PHYSICA C,165(1990)391",1990.0,3.835
2009,Y1.0Ba2.0Cu4.0O8.043,Y124,80.0,3.841,3.8710000000000004,27.24,SSC0690531,"E. Jilek, E. Kaldis, J. Karpinski, P. Fischer, S. Rusiecki,",HIGHPRESSURE PREPARATION AND NEUTRON-DIFFRACTION STUDY OF THE HIGH Tc SUPERCONDUCTOR YBa2Cu4O8+-x,"Solid State Commun.,69(1989)531-533",1989.0,3.841
2013,La2.0Cu1.0O4.13,T,34.0,3.772,3.8160000000000003,13.165,PRB03811337,"B.DABROWSKI, B.MOROSIN, D.G.HINKS, D.S.GINLEY, E.L.VENTURINI, J.D.JORGENSEN, J.E.SCHIRBER, L.SODERHOLM, SHIYOU PEI,",SUPERCONDUCTING PHASE OF LA(2)CU(1)O(4+Z): A SUPERCONDUCTING COMPOSITION RESULTING FROM PHASE SEPARATION,"PHYS.REV.B,38(1988)11337",1988.0,3.772
2015,La2.0Cu1.0O4.32,T,37.5,3.79,3.813,13.181,PHC1580183,"B.MOROSIN, C.CHAILLOUT, J.E.SCHIRBER, M.MAREZIO, M.S.LEHMANN, S.W.CHEONG, Z.FISK,",THE CRYSTAL STRUCTURE OF SUPERCONDUCTING LA(2)CUO(4.032) BY NEUTRON DIFFRACTION,"PHYSICA C ,158(1989)183",1989.0,3.79
2025,Y1.0Ba2.0Cu2.85Zn0.15O7.0,Y123,42.8,3.835,3.8739999999999997,11.620999999999999,SSC0750987,"A.K.RAJARAJAN, K.PATNAIK, L.C.GUPTA, N.C.MISHRA, R.VIJAYARAGHAVAN,",SIMULTANEOUS DOPING AT THE CHAIN- AND PLANE-SITES OF CU IN YBA2CU3O7-Y,"SOLID STATE COMMUN.,75(1990)987",1990.0,3.835
2026,Y1.0Ba2.0Cu2.85Zn0.114Ga0.036000000000000004O7.0,Y123,40.2,3.842,3.8739999999999997,11.62,SSC0750987,"A.K.RAJARAJAN, K.PATNAIK, L.C.GUPTA, N.C.MISHRA, R.VIJAYARAGHAVAN,",SIMULTANEOUS DOPING AT THE CHAIN- AND PLANE-SITES OF CU IN YBA2CU3O7-Y,"SOLID STATE COMMUN.,75(1990)987",1990.0,3.842
2027,Y1.0Ba2.0Cu2.85Zn0.075Ga0.075O7.0,Y123,42.3,3.853,3.8739999999999997,11.623,SSC0750987,"A.K.RAJARAJAN, K.PATNAIK, L.C.GUPTA, N.C.MISHRA, R.VIJAYARAGHAVAN,",SIMULTANEOUS DOPING AT THE CHAIN- AND PLANE-SITES OF CU IN YBA2CU3O7-Y,"SOLID STATE COMMUN.,75(1990)987",1990.0,3.853
2028,Y1.0Ba2.0Cu2.85Zn0.036000000000000004Ga0.114O7.0,Y123,55.1,3.85,3.8689999999999998,11.614,SSC0750987,"A.K.RAJARAJAN, K.PATNAIK, L.C.GUPTA, N.C.MISHRA, R.VIJAYARAGHAVAN,",SIMULTANEOUS DOPING AT THE CHAIN- AND PLANE-SITES OF CU IN YBA2CU3O7-Y,"SOLID STATE COMMUN.,75(1990)987",1990.0,3.85
2029,Y1.0Ba2.0Cu2.85Ga0.15O7.0,Y123,75.2,3.855,3.8760000000000003,11.633,SSC0750987,"A.K.RAJARAJAN, K.PATNAIK, L.C.GUPTA, N.C.MISHRA, R.VIJAYARAGHAVAN,",SIMULTANEOUS DOPING AT THE CHAIN- AND PLANE-SITES OF CU IN YBA2CU3O7-Y,"SOLID STATE COMMUN.,75(1990)987",1990.0,3.855
2047,Er1.0Ba2.0Cu3.0O7.0,RE123,92.5,3.819,3.891,11.672,JJP0261231,"M.ISHIKAWA, T.TAKABATAKE, Y.NAKAZAWA,",SUPERCONDUCTIVITY IN METAMORPHIC PHASES OF BA(2)ER(1)CU(3)O(7-Z),"JJAP LETT.,26(1987)L1231",1987.0,3.819
2048,Er1.0Ba2.0Cu3.0O7.0,RE123,51.8,3.84,3.877,11.763,JJP0261231,"M.ISHIKAWA, T.TAKABATAKE, Y.NAKAZAWA,",SUPERCONDUCTIVITY IN METAMORPHIC PHASES OF BA(2)ER(1)CU(3)O(7-Z),"JJAP LETT.,26(1987)L1231",1987.0,3.84
2052,Pr1.85Th0.15Cu1.0O3.98,T',17.2,3.9810000000000003,,12.214,PRL0640080,"C.L.SEAMAN, E.A.EARLY, J.BEILLE, J.J.NEUMEIER, J.T.MARKERT, M.B.MAPLE, T.MORAN,","PRESSUR DEPARTMENT OF TC IN L2-XMXCUO4-Y (L=PR,ND,SM,EU;M=CE,TH): ANTISYMMETRIC BEHAVIOR OF ELECTRON - VERSUS HOLE-DOPED COPPER-OXIDE SUPERCONDUCTORS","PHYS.REV.LETT.,64(1990)80",1990.0,3.9810000000000003
2053,Nd1.85Th0.15Cu1.0O3.98,T',17.0,3.958,,12.127,PRL0640080,"C.L.SEAMAN, E.A.EARLY, J.BEILLE, J.J.NEUMEIER, J.T.MARKERT, M.B.MAPLE, T.MORAN,","PRESSUR DEPARTMENT OF TC IN L2-XMXCUO4-Y (L=PR,ND,SM,EU;M=CE,TH): ANTISYMMETRIC BEHAVIOR OF ELECTRON - VERSUS HOLE-DOPED COPPER-OXIDE SUPERCONDUCTORS","PHYS.REV.LETT.,64(1990)80",1990.0,3.958
2057,Pr1.85Ce0.15Cu1.0O3.98,T',19.4,3.9730000000000003,,12.165999999999999,PRL0640080,"C.L.SEAMAN, E.A.EARLY, J.BEILLE, J.J.NEUMEIER, J.T.MARKERT, M.B.MAPLE, T.MORAN,","PRESSUR DEPARTMENT OF TC IN L2-XMXCUO4-Y (L=PR,ND,SM,EU;M=CE,TH): ANTISYMMETRIC BEHAVIOR OF ELECTRON - VERSUS HOLE-DOPED COPPER-OXIDE SUPERCONDUCTORS","PHYS.REV.LETT.,64(1990)80",1990.0,3.9730000000000003
2058,Nd1.85Ce0.15Cu1.0O3.98,T',21.2,3.952,,12.091,PRL0640080,"C.L.SEAMAN, E.A.EARLY, J.BEILLE, J.J.NEUMEIER, J.T.MARKERT, M.B.MAPLE, T.MORAN,","PRESSUR DEPARTMENT OF TC IN L2-XMXCUO4-Y (L=PR,ND,SM,EU;M=CE,TH): ANTISYMMETRIC BEHAVIOR OF ELECTRON - VERSUS HOLE-DOPED COPPER-OXIDE SUPERCONDUCTORS","PHYS.REV.LETT.,64(1990)80",1990.0,3.952
2059,Sm1.85Ce0.15Cu1.0O3.98,T',19.7,3.924,,11.909,PRL0640080,"C.L.SEAMAN, E.A.EARLY, J.BEILLE, J.J.NEUMEIER, J.T.MARKERT, M.B.MAPLE, T.MORAN,","PRESSUR DEPARTMENT OF TC IN L2-XMXCUO4-Y (L=PR,ND,SM,EU;M=CE,TH): ANTISYMMETRIC BEHAVIOR OF ELECTRON - VERSUS HOLE-DOPED COPPER-OXIDE SUPERCONDUCTORS","PHYS.REV.LETT.,64(1990)80",1990.0,3.924
2062,Eu1.0Ba2.0Cu3.0O6.9,RE123,88.0,3.844,3.8989999999999996,11.7,SSC0750059,"C.V.TOMY, KALYAN ADHIKARY, N.C.SONI, R.NAGARAJAN, RAM PRASAD, S.K.MALIK,","MAGNETIC SUSCEPTIBILITY, RESISTIVITY AND 151EU MOSSBAUER STUDIES ON ZN-SUBSTITUTED EUBA2CU3O7-Y","SOLID STATE COMMUN.,75(1990)59",1990.0,3.844
2077,Y1.0Ba2.0Cu4.0O8.0,Y124,83.0,3.842,3.863,27.19,JJP0291079,"KOJI YAMAGUCHI, NAOKI KOSHIZUKA, SATOSHI GOTOH, SHOJI TANAKA, TAKAYUKI MIYATAKE, TSUTOMU TAKATA,",CRITICAL CURRENT DENSITIES OF Y1-XCAXBA2CU4O8 (X=0 AND 0.1) SUPERCONDUCTING CERAMICS,"JJAP LETT,29(1990)L1079",1990.0,3.842
2078,Y0.9Ca0.1Ba2.0Cu4.0O8.0,Y124,91.0,3.841,3.864,27.21,JJP0291079,"KOJI YAMAGUCHI, NAOKI KOSHIZUKA, SATOSHI GOTOH, SHOJI TANAKA, TAKAYUKI MIYATAKE, TSUTOMU TAKATA,",CRITICAL CURRENT DENSITIES OF Y1-XCAXBA2CU4O8 (X=0 AND 0.1) SUPERCONDUCTING CERAMICS,"JJAP LETT,29(1990)L1079",1990.0,3.841
2086,Y1.0Ba2.0Cu4.0O8.0,Y124,82.5,3.842,3.863,27.19,PHC1600541,"GOTOH, K., KOSHIZUKA, MIYATAKE, N., S., T., TAKATA, TANAKA, YAMAGUCHI,",PREPARATION AND SUPERCONDUCTING PROPERTIES OF YBA2CU4O8,PHYS.C.160(1989)541,1989.0,3.842
2111,Eu0.9Pr0.1Ba2.0Cu3.0O7.0,RE123,77.8,3.838,3.885,11.673,PHC1710287,"A.SZYTUTA, A.ZYGMUNT, K.LATKA, R.DURAJ, Z.TOMKOWICZ,",INVESTIGATION OF THE PRASEODYMIUM ROLE IN SUPERCONDUCTIVITY OF(EU1-XPRX)BA2CU3O7-Z AND RELATED COMPOUNDS,"PHYSICA C,171(1990)287",1990.0,3.838
2137,Pb2.0Sr2.0Y0.5Ca0.5Cu3.0O8.0,Pb3212,78.4,5.398,5.434,15.825,PHC1710331,"HIROMU SUNAGAWA, KICHINOSUKE HIROKAWA, MASAHIRO MASUZAWA, MICHIKO NAMIKI, NORIO KOBAYASHI, TAKASHI NOJI, YOJI KOIKE, YOSHITAMI SAITO,",NORMAL AND SUPERCONDUCTING PROPERTIES OF PB2SR2Y1-XCAXCU3O8+ZII.DEPENDENCE ON THE OXYGEN CONCENTRATION,"PHYSICA C,171(1990)331",1990.0,3.816962404844983
2138,Pb2.0Sr2.0Y0.5Ca0.5Cu3.0O8.6,Pb3212,65.0,5.4079999999999995,5.438,15.847999999999999,PHC1710331,"HIROMU SUNAGAWA, KICHINOSUKE HIROKAWA, MASAHIRO MASUZAWA, MICHIKO NAMIKI, NORIO KOBAYASHI, TAKASHI NOJI, YOJI KOIKE, YOSHITAMI SAITO,",NORMAL AND SUPERCONDUCTING PROPERTIES OF PB2SR2Y1-XCAXCU3O8+ZII.DEPENDENCE ON THE OXYGEN CONCENTRATION,"PHYSICA C,171(1990)331",1990.0,3.8240334726568483
2149,Y1.0Ba2.0Cu3.0O6.9,Y123,92.0,3.821,3.887,11.665999999999999,SSC0681011,"A.A.SIKOV, E.ZSOLDOS, J.TOTH, M.N.HLOPKIN,",THERMOELECTRIC POWER OF Y(1)BA(2)CU(3)O(X) SUPERCONDUCTORS,"SOLID STATE COMMUN.,68(1988)1011",1988.0,3.821
2150,Y1.0Ba2.0Cu3.0O6.7,Y123,56.0,3.822,3.8810000000000002,11.700999999999999,SSC0681011,"A.A.SIKOV, E.ZSOLDOS, J.TOTH, M.N.HLOPKIN,",THERMOELECTRIC POWER OF Y(1)BA(2)CU(3)O(X) SUPERCONDUCTORS,"SOLID STATE COMMUN.,68(1988)1011",1988.0,3.822
2165,Er1.0Ba2.0Cu3.0O7.0,RE123,91.1,3.821,3.895,11.705,PRB0372285,"B.J.SUH, C.J.LIM, J.H.LEE, S.C.LEE, S.H.MOON, Z.G.KHIM,",THERMOELECTRIC POWER AND SUPERCONDUCTING PROPERTIES OF Y(1)BA(2)CU(3)O(7-Z) AND R(1)BA(2)CU(3)O(7-Z),"PHYS.REV.B,37(1988)2285",1988.0,3.821
2166,Tm1.0Ba2.0Cu3.0O7.0,RE123,92.1,3.844,3.915,11.783,PRB0372285,"B.J.SUH, C.J.LIM, J.H.LEE, S.C.LEE, S.H.MOON, Z.G.KHIM,",THERMOELECTRIC POWER AND SUPERCONDUCTING PROPERTIES OF Y(1)BA(2)CU(3)O(7-Z) AND R(1)BA(2)CU(3)O(7-Z),"PHYS.REV.B,37(1988)2285",1988.0,3.844
2167,Yb1.0Ba2.0Cu3.0O7.0,RE123,96.1,3.8280000000000003,3.906,11.745999999999999,PRB0372285,"B.J.SUH, C.J.LIM, J.H.LEE, S.C.LEE, S.H.MOON, Z.G.KHIM,",THERMOELECTRIC POWER AND SUPERCONDUCTING PROPERTIES OF Y(1)BA(2)CU(3)O(7-Z) AND R(1)BA(2)CU(3)O(7-Z),"PHYS.REV.B,37(1988)2285",1988.0,3.8280000000000003
2168,Lu1.0Ba2.0Cu3.0O7.0,RE123,92.4,3.7969999999999997,3.8789999999999996,11.663,PRB0372285,"B.J.SUH, C.J.LIM, J.H.LEE, S.C.LEE, S.H.MOON, Z.G.KHIM,",THERMOELECTRIC POWER AND SUPERCONDUCTING PROPERTIES OF Y(1)BA(2)CU(3)O(7-Z) AND R(1)BA(2)CU(3)O(7-Z),"PHYS.REV.B,37(1988)2285",1988.0,3.7969999999999997
2169,Y1.0Ba2.0Cu3.0O7.0,Y123,94.0,3.815,3.891,11.673,PRB0372285,"B.J.SUH, C.J.LIM, J.H.LEE, S.C.LEE, S.H.MOON, Z.G.KHIM,",THERMOELECTRIC POWER AND SUPERCONDUCTING PROPERTIES OF Y(1)BA(2)CU(3)O(7-Z) AND R(1)BA(2)CU(3)O(7-Z),"PHYS.REV.B,37(1988)2285",1988.0,3.815
2170,Sm1.0Ba2.0Cu3.0O7.0,RE123,73.0,3.87,3.8930000000000002,11.727,PRB0372285,"B.J.SUH, C.J.LIM, J.H.LEE, S.C.LEE, S.H.MOON, Z.G.KHIM,",THERMOELECTRIC POWER AND SUPERCONDUCTING PROPERTIES OF Y(1)BA(2)CU(3)O(7-Z) AND R(1)BA(2)CU(3)O(7-Z),"PHYS.REV.B,37(1988)2285",1988.0,3.87
2171,Nd1.0Ba2.0Cu3.0O7.0,RE123,93.5,3.8689999999999998,3.92,11.78,PRB0372285,"B.J.SUH, C.J.LIM, J.H.LEE, S.C.LEE, S.H.MOON, Z.G.KHIM,",THERMOELECTRIC POWER AND SUPERCONDUCTING PROPERTIES OF Y(1)BA(2)CU(3)O(7-Z) AND R(1)BA(2)CU(3)O(7-Z),"PHYS.REV.B,37(1988)2285",1988.0,3.8689999999999998
2172,Eu1.0Ba2.0Cu3.0O7.0,RE123,82.2,3.859,3.9139999999999997,11.753,PRB0372285,"B.J.SUH, C.J.LIM, J.H.LEE, S.C.LEE, S.H.MOON, Z.G.KHIM,",THERMOELECTRIC POWER AND SUPERCONDUCTING PROPERTIES OF Y(1)BA(2)CU(3)O(7-Z) AND R(1)BA(2)CU(3)O(7-Z),"PHYS.REV.B,37(1988)2285",1988.0,3.859
2173,Gd1.0Ba2.0Cu3.0O7.0,RE123,95.7,3.84,3.9139999999999997,11.743,PRB0372285,"B.J.SUH, C.J.LIM, J.H.LEE, S.C.LEE, S.H.MOON, Z.G.KHIM,",THERMOELECTRIC POWER AND SUPERCONDUCTING PROPERTIES OF Y(1)BA(2)CU(3)O(7-Z) AND R(1)BA(2)CU(3)O(7-Z),"PHYS.REV.B,37(1988)2285",1988.0,3.84
2174,Dy1.0Ba2.0Cu3.0O7.0,RE123,95.1,3.8339999999999996,3.905,11.725999999999999,PRB0372285,"B.J.SUH, C.J.LIM, J.H.LEE, S.C.LEE, S.H.MOON, Z.G.KHIM,",THERMOELECTRIC POWER AND SUPERCONDUCTING PROPERTIES OF Y(1)BA(2)CU(3)O(7-Z) AND R(1)BA(2)CU(3)O(7-Z),"PHYS.REV.B,37(1988)2285",1988.0,3.8339999999999996
2175,Ho1.0Ba2.0Cu3.0O7.0,RE123,91.3,3.8310000000000004,3.897,11.7,PRB0372285,"B.J.SUH, C.J.LIM, J.H.LEE, S.C.LEE, S.H.MOON, Z.G.KHIM,",THERMOELECTRIC POWER AND SUPERCONDUCTING PROPERTIES OF Y(1)BA(2)CU(3)O(7-Z) AND R(1)BA(2)CU(3)O(7-Z),"PHYS.REV.B,37(1988)2285",1988.0,3.8310000000000004
2177,Y1.0Ba2.0Cu3.0O6.88,Y123,90.6,3.824,3.889,11.694,SSC0641285,"J.KLAMUT, P.J.MARDOWSKI, R.HORYN, Z.BUKOWSKI, Z.HENKIE,",NORMAL STATE THERMOPOWER OF THE HIGH TEMPERATURE SUPERCONDUCTOR Y(1)BA(2)CU(3)O(6.5+Z),"SOLID STATE COMMUN.,64(1987)1285",1987.0,3.824
2193,Y1.0Ba2.0Cu3.0O6.8,Y123,64.0,3.822,3.889,11.712,PR0418757,"A.R.VOODENBAUGH, J.G.HUBER, W.J.LIVERMAN, YOUWEN XU,","SUPERCONDUCTIVITY UNDER HIGH PRESSURE OF YBA2(CU1-XMX)3O7-Z(M=FE,CO,AL,CR,NI, AND ZN)","PHYS.REV.B,41(1990)8757",1990.0,3.822
2194,Y1.0Ba2.0Cu3.0O7.0,Y123,89.0,3.8169999999999997,3.885,11.681,PR0418757,"A.R.VOODENBAUGH, J.G.HUBER, W.J.LIVERMAN, YOUWEN XU,","SUPERCONDUCTIVITY UNDER HIGH PRESSURE OF YBA2(CU1-XMX)3O7-Z(M=FE,CO,AL,CR,NI, AND ZN)","PHYS.REV.B,41(1990)8757",1990.0,3.8169999999999997
2235,Y1.0Ba2.0Cu3.0O7.0,Y123,92.0,3.82,3.89,11.68,IJM0030409,"DUAN HONG-MIN, LIN SHU-YUAN, LU LI, MA BEI-HAI, ZHANG DIAN-LIN,",THERMOPOWER ANISOTROPY OF YBA2CU3O7-Z SINGLE CRYSTALS,"INT'L J.MOD.PHYS.B,3(1989)409",1989.0,3.82
2263,Nd1.86Ce0.14Cu1.0O3.96,T',21.3,3.949,,12.089,PRL0621197,"H.RAKAGI, S.UCHIDA, Y.TOKURA,",SUPERCONDUCTIVITY PRODUCED BY ELECTRON DOPING IN CUO2-LAYEREDCOMPOUNDS,PHYS.REV.LETT.62(1989)1197,1989.0,3.949
2264,Nd1.85Ce0.15Cu1.0O3.95,T',22.1,3.947,,12.1,PRL0621197,"H.RAKAGI, S.UCHIDA, Y.TOKURA,",SUPERCONDUCTIVITY PRODUCED BY ELECTRON DOPING IN CUO2-LAYEREDCOMPOUNDS,PHYS.REV.LETT.62(1989)1197,1989.0,3.947
2265,Nd1.84Ce0.16Cu1.0O3.96,T',16.1,3.948,,12.077,PRL0621197,"H.RAKAGI, S.UCHIDA, Y.TOKURA,",SUPERCONDUCTIVITY PRODUCED BY ELECTRON DOPING IN CUO2-LAYEREDCOMPOUNDS,PHYS.REV.LETT.62(1989)1197,1989.0,3.948
2286,Y1.0Ba2.0Cu4.0O8.0,Y124,79.6,3.84,3.87,27.227,PHC1720131,"M.AFFRONTE, M.DECROUX, O.FISCHER, T.GRAF, W.SADOWSKI,",COMPARISON OF HALL EFFECT NEAR TC IN YBCO 123 SINGLE CRYSTAL AND 124 CERAMICS,"PHYSICA C,172(1990)131",1990.0,3.84
2301,Nd1.85Ce0.15Cu1.0O4.0,T',24.0,3.944,,12.09,PR0416582,"E.WANG, G.W.HULL, J.-M.TARASCON, L.H.GREENE, W.R.MCLINNON,",CATIONIC SUBSTITUTION AND ROLE OF OXYGEN IN THE N-TYPE SUPERCONDUCTING T' SYSTEM ND2-YCEYCUOZ,"PHYS.REV.B,41(1990)6582",1990.0,3.944
2309,Y1.0Ba2.0Cu4.0O8.0,Y124,80.4,3.84,3.87,27.231,PRB0397347,"DONALD E.MORRIS, JANICE H.NICKEL, JEFFREY S.SCOTT, JOHN Y.T.WEI, NAGGI G.ASMAR,",EIGHT NEW HIGH-TEMPERATURE SUPERCONDUCTORS WITH THE 1:2:4 STRUCTURE,"PHYS.REV.B.,39(1989)7347",1989.0,3.84
2310,Sm1.0Ba2.0Cu4.0O8.0,RE124,69.3,3.872,3.886,27.308000000000003,PRB0397347,"DONALD E.MORRIS, JANICE H.NICKEL, JEFFREY S.SCOTT, JOHN Y.T.WEI, NAGGI G.ASMAR,",EIGHT NEW HIGH-TEMPERATURE SUPERCONDUCTORS WITH THE 1:2:4 STRUCTURE,"PHYS.REV.B.,39(1989)7347",1989.0,3.872
